transit_timestamp,bus_route,payment_method,fare_class_category,ridership,transfers
01/31/2024 05:00:00 PM,B3,metrocard,Metrocard - Seniors & Disability,47,16
01/31/2024 09:00:00 PM,B42,metrocard,Metrocard - Unlimited 30-Day,8,0
01/31/2024 09:00:00 PM,Q114,metrocard,Metrocard - Fair Fare,11,2
01/31/2024 09:00:00 PM,Q24,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 10:00:00 PM,BX34,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 10:00:00 PM,SIM1,omny,OMNY - Full Fare,101,15
01/31/2024 06:00:00 AM,QM32,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 07:00:00 AM,NIS,metrocard,Metrocard - Full Fare,109,0
01/31/2024 11:00:00 AM,B57,metrocard,Metrocard - Unlimited 7-Day,15,0
01/31/2024 11:00:00 AM,S76,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 02:00:00 PM,Q58,metrocard,Metrocard - Students,367,37
01/31/2024 03:00:00 PM,Q110,metrocard,Metrocard - Unlimited 7-Day,49,0
01/31/2024 06:00:00 PM,Q37,metrocard,Metrocard - Students,15,9
01/31/2024 08:00:00 PM,BX4,metrocard,Metrocard - Unlimited 7-Day,16,0
01/31/2024 08:00:00 PM,M86,omny,OMNY - Full Fare,150,57
01/31/2024 09:00:00 PM,B68,metrocard,Metrocard - Fair Fare,10,1
01/31/2024 09:00:00 PM,Q16,metrocard,Metrocard - Unlimited 30-Day,8,0
01/31/2024 09:00:00 PM,S78,metrocard,Metrocard - Unlimited 30-Day,6,0
01/31/2024 01:00:00 AM,Q100,metrocard,Metrocard - Unlimited 30-Day,1,0
01/31/2024 06:00:00 AM,B8,metrocard,Metrocard - Unlimited 7-Day,76,0
01/31/2024 09:00:00 AM,Q25,metrocard,Metrocard - Fair Fare,85,16
01/31/2024 05:00:00 PM,QM3,metrocard,Metrocard - Full Fare,7,1
01/31/2024 11:00:00 AM,B48,metrocard,Metrocard - Seniors & Disability,11,5
01/31/2024 02:00:00 PM,B16,metrocard,Metrocard - Students,56,8
01/31/2024 03:00:00 PM,M23,metrocard,Metrocard - Full Fare,79,17
01/31/2024 03:00:00 PM,SIM7,metrocard,Metrocard - Other,3,0
01/31/2024 09:00:00 PM,BXM2,metrocard,Metrocard - Seniors & Disability,5,0
01/31/2024 10:00:00 PM,B38,metrocard,Metrocard - Full Fare,20,8
01/31/2024 11:00:00 PM,BXM4,metrocard,Metrocard - Seniors & Disability,1,1
01/31/2024 06:00:00 AM,Q46,omny,OMNY - Seniors & Disability,1,0
01/31/2024 06:00:00 AM,S89,metrocard,Metrocard - Unlimited 30-Day,1,0
01/31/2024 07:00:00 AM,Q88,metrocard,Metrocard - Unlimited 30-Day,80,0
01/31/2024 09:00:00 AM,Q2,metrocard,Metrocard - Seniors & Disability,14,2
01/31/2024 12:00:00 PM,B24,metrocard,Metrocard - Students,2,1
01/31/2024 12:00:00 PM,BX1,metrocard,Metrocard - Fair Fare,30,5
01/31/2024 12:00:00 PM,Q104,metrocard,Metrocard - Students,1,0
01/31/2024 01:00:00 PM,BX4,metrocard,Metrocard - Seniors & Disability,34,12
01/31/2024 02:00:00 PM,M34,metrocard,Metrocard - Seniors & Disability,80,30
01/31/2024 04:00:00 PM,Q28,metrocard,Metrocard - Seniors & Disability,38,11
01/31/2024 06:00:00 AM,BX2,metrocard,Metrocard - Seniors & Disability,9,1
01/31/2024 06:00:00 AM,Q22,metrocard,Metrocard - Students,8,1
01/31/2024 08:00:00 AM,B46,metrocard,Metrocard - Unlimited 7-Day,253,0
01/31/2024 08:00:00 AM,M102,metrocard,Metrocard - Students,31,3
01/31/2024 01:00:00 PM,Q42,metrocard,Metrocard - Students,1,1
01/31/2024 04:00:00 PM,Q60,metrocard,Metrocard - Seniors & Disability,104,30
01/31/2024 05:00:00 PM,Q27,metrocard,Metrocard - Students,169,43
01/31/2024 06:00:00 PM,B64,metrocard,Metrocard - Students,24,5
01/31/2024 06:00:00 PM,QM5,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 07:00:00 PM,BX8,metrocard,Metrocard - Unlimited 7-Day,11,0
01/31/2024 08:00:00 PM,BX3,metrocard,Metrocard - Full Fare,25,5
01/31/2024 02:00:00 AM,B15,metrocard,Metrocard - Other,1,0
01/31/2024 04:00:00 AM,Q16,metrocard,Metrocard - Unlimited 30-Day,3,0
01/31/2024 07:00:00 AM,S40,metrocard,Metrocard - Unlimited 7-Day,8,0
01/31/2024 08:00:00 AM,M72,metrocard,Metrocard - Unlimited 7-Day,22,0
01/31/2024 09:00:00 AM,Q48,metrocard,Metrocard - Fair Fare,4,0
01/31/2024 11:00:00 AM,Q5,metrocard,Metrocard - Other,14,3
01/31/2024 02:00:00 PM,B60,metrocard,Metrocard - Other,5,2
01/31/2024 02:00:00 PM,QM20,metrocard,Metrocard - Full Fare,3,1
01/31/2024 03:00:00 PM,B37,metrocard,Metrocard - Other,4,2
01/31/2024 10:00:00 PM,M34,metrocard,Metrocard - Seniors & Disability,5,5
01/31/2024 01:00:00 AM,Q83,metrocard,Metrocard - Unlimited 7-Day,4,0
01/31/2024 07:00:00 AM,Q76,metrocard,Metrocard - Fair Fare,11,4
01/31/2024 10:00:00 AM,B48,metrocard,Metrocard - Other,1,0
01/31/2024 11:00:00 AM,Q112,metrocard,Metrocard - Full Fare,33,5
01/31/2024 12:00:00 PM,B16,metrocard,Metrocard - Students,6,3
01/31/2024 12:00:00 PM,BX5,omny,OMNY - Full Fare,22,8
01/31/2024 03:00:00 PM,BX3,metrocard,Metrocard - Full Fare,69,15
01/31/2024 03:00:00 PM,Q37,metrocard,Metrocard - Full Fare,64,38
01/31/2024 04:00:00 PM,B64,metrocard,Metrocard - Full Fare,30,12
01/31/2024 04:00:00 PM,S54,metrocard,Metrocard - Unlimited 7-Day,2,0
01/31/2024 05:00:00 PM,BX34,omny,OMNY - Full Fare,47,20
01/31/2024 06:00:00 PM,B61,metrocard,Metrocard - Fair Fare,24,5
01/31/2024 06:00:00 PM,Q22,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 PM,Q47,metrocard,Metrocard - Unlimited 30-Day,65,0
01/31/2024 09:00:00 PM,S81,metrocard,Metrocard - Full Fare,1,1
01/31/2024 10:00:00 PM,B38,omny,OMNY - Full Fare,128,37
01/31/2024 04:00:00 AM,M1,metrocard,Metrocard - Fair Fare,3,0
01/31/2024 05:00:00 AM,M100,omny,OMNY - Other,2,0
01/31/2024 05:00:00 AM,Q52/53,metrocard,Metrocard - Unlimited 7-Day,80,0
01/31/2024 06:00:00 AM,BX36,omny,OMNY - Full Fare,132,12
01/31/2024 06:00:00 AM,X27,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 08:00:00 AM,B63,metrocard,Metrocard - Other,16,3
01/31/2024 09:00:00 AM,M106,omny,OMNY - Seniors & Disability,2,1
01/31/2024 09:00:00 AM,M9,metrocard,Metrocard - Students,14,2
01/31/2024 11:00:00 AM,B63,metrocard,Metrocard - Full Fare,60,16
01/31/2024 12:00:00 PM,S55,metrocard,Metrocard - Students,1,0
01/31/2024 02:00:00 PM,B74,metrocard,Metrocard - Full Fare,15,4
01/31/2024 03:00:00 PM,S56,omny,OMNY - Full Fare,6,0
01/31/2024 06:00:00 PM,M50,metrocard,Metrocard - Full Fare,19,5
01/31/2024 08:00:00 PM,Q16,metrocard,Metrocard - Students,3,2
01/31/2024 05:00:00 AM,B68,metrocard,Metrocard - Unlimited 30-Day,14,0
01/31/2024 06:00:00 AM,M4,metrocard,Metrocard - Fair Fare,12,2
01/31/2024 07:00:00 AM,M72,omny,OMNY - Seniors & Disability,2,1
01/31/2024 11:00:00 AM,S62,metrocard,Metrocard - Students,2,0
01/31/2024 03:00:00 PM,BX27,metrocard,Metrocard - Unlimited 7-Day,19,0
01/31/2024 03:00:00 PM,BX31,metrocard,Metrocard - Unlimited 7-Day,25,0
01/31/2024 03:00:00 PM,S57,metrocard,Metrocard - Other,1,0
01/31/2024 05:00:00 PM,B37,metrocard,Metrocard - Fair Fare,9,2
01/31/2024 06:00:00 PM,Q46,metrocard,Metrocard - Other,42,17
01/31/2024 07:00:00 PM,BXM4,omny,OMNY - Full Fare,7,0
01/31/2024 07:00:00 PM,Q8,metrocard,Metrocard - Unlimited 7-Day,33,0
01/31/2024 09:00:00 PM,Q9,omny,OMNY - Full Fare,12,5
01/31/2024 10:00:00 PM,M20,metrocard,Metrocard - Seniors & Disability,5,0
01/31/2024 11:00:00 PM,B4,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 04:00:00 AM,B70,omny,OMNY - Full Fare,4,0
01/31/2024 06:00:00 AM,BX12,metrocard,Metrocard - Seniors & Disability,36,16
01/31/2024 07:00:00 AM,B47,metrocard,Metrocard - Other,17,1
01/31/2024 08:00:00 AM,BX11,metrocard,Metrocard - Seniors & Disability,25,10
01/31/2024 09:00:00 AM,B24,metrocard,Metrocard - Students,4,0
01/31/2024 09:00:00 AM,BXM9,metrocard,Metrocard - Full Fare,9,2
01/31/2024 10:00:00 AM,Q85,omny,OMNY - Full Fare,66,10
01/31/2024 11:00:00 AM,B16,omny,OMNY - Seniors & Disability,1,0
01/31/2024 02:00:00 PM,M4,metrocard,Metrocard - Other,30,4
01/31/2024 04:00:00 PM,B7,metrocard,Metrocard - Fair Fare,15,2
01/31/2024 05:00:00 PM,BX8,metrocard,Metrocard - Seniors & Disability,8,4
01/31/2024 11:00:00 PM,Q110,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 01:00:00 AM,S66,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 02:00:00 AM,Q100,metrocard,Metrocard - Unlimited 7-Day,2,0
01/31/2024 07:00:00 AM,B9,omny,OMNY - Full Fare,176,28
01/31/2024 08:00:00 AM,BX41,metrocard,Metrocard - Other,36,1
01/31/2024 09:00:00 AM,Q18,metrocard,Metrocard - Unlimited 7-Day,29,0
01/31/2024 09:00:00 AM,SIM7,omny,OMNY - Full Fare,6,0
01/31/2024 11:00:00 AM,BX28,omny,OMNY - Full Fare,27,4
01/31/2024 02:00:00 PM,Q28,omny,OMNY - Seniors & Disability,3,0
01/31/2024 04:00:00 PM,M31,metrocard,Metrocard - Fair Fare,23,6
01/31/2024 04:00:00 PM,S56,metrocard,Metrocard - Unlimited 30-Day,3,0
01/31/2024 05:00:00 PM,B67,metrocard,Metrocard - Students,47,10
01/31/2024 05:00:00 PM,BX7,omny,OMNY - Seniors & Disability,2,2
01/31/2024 06:00:00 PM,B65,omny,OMNY - Full Fare,78,23
01/31/2024 06:00:00 PM,M9,metrocard,Metrocard - Seniors & Disability,28,1
01/31/2024 08:00:00 PM,B69,metrocard,Metrocard - Unlimited 30-Day,10,0
01/31/2024 10:00:00 PM,B9,metrocard,Metrocard - Seniors & Disability,2,1
01/31/2024 11:00:00 PM,BX13,metrocard,Metrocard - Seniors & Disability,2,1
01/31/2024 11:00:00 PM,M15,omny,OMNY - Seniors & Disability,3,1
01/31/2024 11:00:00 PM,M31,metrocard,Metrocard - Full Fare,8,2
01/31/2024 05:00:00 AM,B46,metrocard,Metrocard - Seniors & Disability,16,1
01/31/2024 05:00:00 AM,S76,omny,OMNY - Full Fare,9,0
01/31/2024 09:00:00 AM,BX3,metrocard,Metrocard - Full Fare,68,10
01/31/2024 10:00:00 AM,Q12,metrocard,Metrocard - Unlimited 30-Day,33,0
01/31/2024 12:00:00 PM,S55,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 01:00:00 PM,B7,omny,OMNY - Full Fare,38,12
01/31/2024 04:00:00 PM,Q23,omny,OMNY - Seniors & Disability,3,3
01/31/2024 05:00:00 PM,X37,metrocard,Metrocard - Other,9,1
01/31/2024 06:00:00 PM,B62,metrocard,Metrocard - Fair Fare,18,5
01/31/2024 07:00:00 PM,B61,metrocard,Metrocard - Seniors & Disability,7,3
01/31/2024 10:00:00 PM,Q64,metrocard,Metrocard - Unlimited 30-Day,13,0
01/31/2024 02:00:00 AM,BX19,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 09:00:00 AM,B41,metrocard,Metrocard - Fair Fare,27,5
01/31/2024 09:00:00 AM,BX26,omny,OMNY - Full Fare,23,5
01/31/2024 11:00:00 AM,BXM6,omny,OMNY - Seniors & Disability,1,1
01/31/2024 11:00:00 AM,Q5,metrocard,Metrocard - Students,3,1
01/31/2024 11:00:00 AM,Q66,metrocard,Metrocard - Unlimited 30-Day,45,0
01/31/2024 12:00:00 PM,B103,omny,OMNY - Seniors & Disability,1,0
01/31/2024 12:00:00 PM,M106,metrocard,Metrocard - Students,3,0
01/31/2024 01:00:00 PM,S40,metrocard,Metrocard - Unlimited 30-Day,3,0
01/31/2024 02:00:00 PM,Q5,metrocard,Metrocard - Other,19,5
01/31/2024 03:00:00 PM,Q12,metrocard,Metrocard - Unlimited 30-Day,43,0
01/31/2024 05:00:00 PM,Q24,metrocard,Metrocard - Unlimited 7-Day,32,0
01/31/2024 06:00:00 PM,Q35,metrocard,Metrocard - Fair Fare,5,2
01/31/2024 06:00:00 PM,Q37,metrocard,Metrocard - Seniors & Disability,14,8
01/31/2024 08:00:00 PM,Q101,metrocard,Metrocard - Unlimited 30-Day,6,0
01/31/2024 02:00:00 AM,Q83,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 05:00:00 AM,SIM5,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 01:00:00 PM,M104,metrocard,Metrocard - Other,3,0
01/31/2024 01:00:00 PM,Q8,metrocard,Metrocard - Other,16,5
01/31/2024 02:00:00 PM,BX29,metrocard,Metrocard - Other,1,0
01/31/2024 03:00:00 PM,Q85,metrocard,Metrocard - Unlimited 30-Day,38,0
01/31/2024 07:00:00 PM,Q2,metrocard,Metrocard - Students,11,7
01/31/2024 11:00:00 PM,Q56,metrocard,Metrocard - Full Fare,3,0
02/08/2024 06:00:00 PM,B46,omny,OMNY - Full Fare,184,69
01/31/2024 05:00:00 AM,Q8,metrocard,Metrocard - Seniors & Disability,11,1
01/31/2024 06:00:00 AM,Q38,metrocard,Metrocard - Fair Fare,16,1
01/31/2024 09:00:00 AM,S55,metrocard,Metrocard - Unlimited 30-Day,1,0
01/31/2024 11:00:00 AM,BX10,metrocard,Metrocard - Other,5,0
01/31/2024 11:00:00 AM,Q60,metrocard,Metrocard - Unlimited 7-Day,30,0
01/31/2024 12:00:00 PM,B65,metrocard,Metrocard - Fair Fare,3,0
01/31/2024 02:00:00 PM,BX34,metrocard,Metrocard - Full Fare,12,3
01/31/2024 06:00:00 PM,BX3,omny,OMNY - Full Fare,69,18
01/31/2024 06:00:00 PM,S81,metrocard,Metrocard - Seniors & Disability,3,1
01/31/2024 07:00:00 PM,SIM4,omny,OMNY - Seniors & Disability,3,3
01/31/2024 10:00:00 PM,S62,metrocard,Metrocard - Other,1,0
01/31/2024 06:00:00 AM,BX20,metrocard,Metrocard - Seniors & Disability,1,1
01/31/2024 07:00:00 AM,Q9,metrocard,Metrocard - Other,8,1
01/31/2024 07:00:00 AM,S53,metrocard,Metrocard - Fair Fare,21,4
01/31/2024 01:00:00 PM,Q27,omny,OMNY - Seniors & Disability,5,2
01/31/2024 01:00:00 PM,Q35,metrocard,Metrocard - Seniors & Disability,12,6
01/31/2024 01:00:00 PM,Q41,omny,OMNY - Full Fare,55,11
01/31/2024 02:00:00 PM,Q65,metrocard,Metrocard - Seniors & Disability,111,29
01/31/2024 04:00:00 PM,M20,metrocard,Metrocard - Unlimited 30-Day,12,0
01/31/2024 07:00:00 PM,M66,metrocard,Metrocard - Students,3,0
01/31/2024 08:00:00 PM,B36,metrocard,Metrocard - Students,1,0
01/31/2024 03:00:00 AM,Q3,omny,OMNY - Full Fare,20,5
01/31/2024 05:00:00 AM,Q54,metrocard,Metrocard - Unlimited 7-Day,68,0
01/31/2024 06:00:00 AM,Q67,metrocard,Metrocard - Full Fare,72,26
01/31/2024 11:00:00 AM,B24,omny,OMNY - Full Fare,12,2
01/31/2024 01:00:00 PM,B24,metrocard,Metrocard - Fair Fare,8,1
01/31/2024 01:00:00 PM,B31,metrocard,Metrocard - Students,17,3
01/31/2024 02:00:00 PM,B8,metrocard,Metrocard - Unlimited 7-Day,52,0
01/31/2024 02:00:00 PM,S74,omny,OMNY - Seniors & Disability,1,0
01/31/2024 04:00:00 PM,Q76,omny,OMNY - Seniors & Disability,1,1
01/31/2024 05:00:00 PM,Q112,metrocard,Metrocard - Full Fare,67,30
01/31/2024 05:00:00 PM,Q33,metrocard,Metrocard - Full Fare,93,61
01/31/2024 07:00:00 PM,SIM15,omny,OMNY - Seniors & Disability,1,0
01/31/2024 09:00:00 PM,BX40,metrocard,Metrocard - Full Fare,13,4
01/31/2024 10:00:00 PM,M79,metrocard,Metrocard - Unlimited 30-Day,9,0
01/31/2024 11:00:00 PM,Q64,metrocard,Metrocard - Unlimited 30-Day,11,0
01/31/2024 04:00:00 AM,B44,metrocard,Metrocard - Unlimited 30-Day,7,0
01/31/2024 07:00:00 AM,B57,metrocard,Metrocard - Fair Fare,36,8
01/31/2024 10:00:00 AM,BX10,metrocard,Metrocard - Unlimited 7-Day,20,0
01/31/2024 12:00:00 PM,B100,metrocard,Metrocard - Unlimited 7-Day,7,0
01/31/2024 12:00:00 PM,B26,metrocard,Metrocard - Fair Fare,9,1
01/31/2024 01:00:00 PM,M102,metrocard,Metrocard - Fair Fare,26,7
01/31/2024 02:00:00 PM,SIM7,metrocard,Metrocard - Full Fare,7,2
01/31/2024 08:00:00 PM,Q36,omny,OMNY - Full Fare,43,19
01/31/2024 09:00:00 PM,SIM33,omny,OMNY - Full Fare,54,15
01/31/2024 10:00:00 PM,BX28,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 08:00:00 AM,QM7,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 09:00:00 AM,BX13,omny,OMNY - Full Fare,38,6
01/31/2024 11:00:00 AM,S66,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 12:00:00 PM,M96,omny,OMNY - Seniors & Disability,16,9
01/31/2024 01:00:00 PM,Q100,metrocard,Metrocard - Students,11,1
01/31/2024 03:00:00 PM,B68,omny,OMNY - Full Fare,152,33
01/31/2024 05:00:00 PM,B67,metrocard,Metrocard - Full Fare,40,13
01/31/2024 07:00:00 PM,B39,metrocard,Metrocard - Full Fare,1,0
01/31/2024 10:00:00 PM,Q66,metrocard,Metrocard - Full Fare,21,10
01/31/2024 10:00:00 PM,S78,metrocard,Metrocard - Full Fare,8,2
01/31/2024 11:00:00 PM,Q33,metrocard,Metrocard - Full Fare,11,7
01/31/2024 05:00:00 AM,Q47,metrocard,Metrocard - Fair Fare,6,1
01/31/2024 05:00:00 AM,Q72,metrocard,Metrocard - Full Fare,28,1
01/31/2024 06:00:00 AM,B82,omny,OMNY - Seniors & Disability,3,1
01/31/2024 06:00:00 AM,BXM11,metrocard,Metrocard - Full Fare,26,1
01/31/2024 10:00:00 AM,B64,metrocard,Metrocard - Other,3,0
01/31/2024 10:00:00 AM,Q41,metrocard,Metrocard - Fair Fare,13,0
01/31/2024 11:00:00 AM,Q101,metrocard,Metrocard - Unlimited 30-Day,7,0
01/31/2024 11:00:00 AM,Q47,metrocard,Metrocard - Other,2,1
01/31/2024 02:00:00 PM,B100,metrocard,Metrocard - Seniors & Disability,16,4
01/31/2024 02:00:00 PM,Q15,metrocard,Metrocard - Seniors & Disability,35,13
01/31/2024 02:00:00 PM,S76,metrocard,Metrocard - Students,6,1
01/31/2024 03:00:00 PM,M50,metrocard,Metrocard - Unlimited 30-Day,12,0
01/31/2024 04:00:00 PM,BX22,metrocard,Metrocard - Seniors & Disability,27,11
01/31/2024 06:00:00 AM,Q100,metrocard,Metrocard - Full Fare,32,14
01/31/2024 07:00:00 AM,B17,metrocard,Metrocard - Other,22,0
01/31/2024 09:00:00 AM,QM20,omny,OMNY - Full Fare,24,1
01/31/2024 10:00:00 AM,B65,omny,OMNY - Full Fare,32,5
01/31/2024 01:00:00 PM,Q50,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 03:00:00 PM,M106,metrocard,Metrocard - Unlimited 30-Day,21,0
01/31/2024 03:00:00 PM,M9,metrocard,Metrocard - Fair Fare,19,1
01/31/2024 03:00:00 PM,S59,omny,OMNY - Full Fare,43,4
01/31/2024 04:00:00 PM,S90,metrocard,Metrocard - Full Fare,23,15
01/31/2024 05:00:00 PM,BX26,metrocard,Metrocard - Full Fare,27,10
01/31/2024 05:00:00 PM,Q22,omny,OMNY - Full Fare,41,10
01/31/2024 06:00:00 PM,Q26,metrocard,Metrocard - Full Fare,32,25
01/31/2024 06:00:00 PM,QM2,omny,OMNY - Full Fare,60,14
01/31/2024 01:00:00 AM,BX7,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 02:00:00 AM,Q85,metrocard,Metrocard - Unlimited 7-Day,2,0
01/31/2024 06:00:00 AM,B70,omny,OMNY - Seniors & Disability,1,1
01/31/2024 06:00:00 AM,Q38,metrocard,Metrocard - Unlimited 7-Day,42,0
01/31/2024 07:00:00 AM,Q38,metrocard,Metrocard - Unlimited 30-Day,86,0
01/31/2024 08:00:00 AM,BX22,omny,OMNY - Full Fare,108,16
01/31/2024 09:00:00 AM,BX33,metrocard,Metrocard - Seniors & Disability,9,3
01/31/2024 10:00:00 AM,BX33,metrocard,Metrocard - Full Fare,6,1
01/31/2024 11:00:00 AM,Q55,omny,OMNY - Full Fare,73,14
01/31/2024 01:00:00 PM,S51,metrocard,Metrocard - Unlimited 30-Day,7,0
01/31/2024 04:00:00 PM,Q85,omny,OMNY - Full Fare,87,24
01/31/2024 06:00:00 PM,Q55,metrocard,Metrocard - Fair Fare,16,2
01/31/2024 09:00:00 PM,Q28,metrocard,Metrocard - Fair Fare,9,2
01/31/2024 10:00:00 PM,Q104,omny,OMNY - Full Fare,3,0
01/31/2024 02:00:00 AM,Q60,metrocard,Metrocard - Unlimited 30-Day,5,0
01/31/2024 05:00:00 AM,Q41,omny,OMNY - Full Fare,37,3
01/31/2024 06:00:00 AM,B65,metrocard,Metrocard - Unlimited 7-Day,12,0
01/31/2024 07:00:00 AM,BX26,metrocard,Metrocard - Unlimited 7-Day,18,0
01/31/2024 08:00:00 AM,Q29,metrocard,Metrocard - Unlimited 7-Day,34,0
01/31/2024 08:00:00 AM,S66,metrocard,Metrocard - Unlimited 30-Day,6,0
01/31/2024 10:00:00 AM,B25,metrocard,Metrocard - Students,2,2
01/31/2024 10:00:00 AM,Q34,metrocard,Metrocard - Seniors & Disability,63,17
01/31/2024 11:00:00 AM,BX46,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 03:00:00 PM,Q39,metrocard,Metrocard - Unlimited 30-Day,30,0
01/31/2024 04:00:00 PM,B61,metrocard,Metrocard - Full Fare,69,19
01/31/2024 04:00:00 PM,Q22,metrocard,Metrocard - Seniors & Disability,31,5
01/31/2024 06:00:00 PM,M14,metrocard,Metrocard - Full Fare,71,37
01/31/2024 08:00:00 PM,Q9,metrocard,Metrocard - Other,4,1
01/31/2024 06:00:00 AM,B57,metrocard,Metrocard - Unlimited 7-Day,74,0
01/31/2024 06:00:00 AM,Q41,metrocard,Metrocard - Seniors & Disability,13,5
01/31/2024 06:00:00 AM,Q55,omny,OMNY - Full Fare,153,8
01/31/2024 08:00:00 AM,BXM11,omny,OMNY - Full Fare,31,1
01/31/2024 08:00:00 AM,S42,metrocard,Metrocard - Students,2,1
01/31/2024 09:00:00 AM,BXM18,omny,OMNY - Full Fare,1,1
01/31/2024 09:00:00 AM,Q17,metrocard,Metrocard - Unlimited 7-Day,38,0
01/31/2024 03:00:00 PM,B54,metrocard,Metrocard - Other,12,0
01/31/2024 03:00:00 PM,Q49,metrocard,Metrocard - Other,6,0
01/31/2024 04:00:00 PM,B35,metrocard,Metrocard - Full Fare,213,75
01/31/2024 06:00:00 PM,QM42,omny,OMNY - Full Fare,13,0
01/31/2024 07:00:00 PM,Q52/53,metrocard,Metrocard - Fair Fare,13,4
01/31/2024 08:00:00 PM,B16,metrocard,Metrocard - Full Fare,15,4
01/31/2024 08:00:00 PM,B46,metrocard,Metrocard - Unlimited 7-Day,80,0
01/31/2024 08:00:00 PM,BX35,metrocard,Metrocard - Other,8,1
01/31/2024 09:00:00 PM,BX40,omny,OMNY - Full Fare,11,8
01/31/2024 01:00:00 AM,Q114,metrocard,Metrocard - Unlimited 30-Day,3,0
01/31/2024 04:00:00 AM,S74,metrocard,Metrocard - Full Fare,14,2
01/31/2024 06:00:00 AM,B57,metrocard,Metrocard - Unlimited 30-Day,36,0
01/31/2024 07:00:00 AM,SIM30,metrocard,Metrocard - Unlimited 7-Day,11,0
01/31/2024 08:00:00 AM,Q30,metrocard,Metrocard - Unlimited 7-Day,51,0
01/31/2024 11:00:00 AM,BX2,metrocard,Metrocard - Fair Fare,32,3
01/31/2024 04:00:00 PM,SIM10,metrocard,Metrocard - Seniors & Disability,5,2
01/31/2024 06:00:00 PM,S53,metrocard,Metrocard - Unlimited 7-Day,24,0
01/31/2024 07:00:00 PM,B20,metrocard,Metrocard - Students,3,1
01/31/2024 10:00:00 PM,BX28,metrocard,Metrocard - Unlimited 7-Day,8,0
01/31/2024 11:00:00 PM,B17,metrocard,Metrocard - Full Fare,9,3
01/31/2024 02:00:00 AM,Q52/53,omny,OMNY - Full Fare,1,0
01/31/2024 04:00:00 AM,Q44,metrocard,Metrocard - Full Fare,16,6
01/31/2024 05:00:00 AM,Q101,metrocard,Metrocard - Seniors & Disability,3,0
01/31/2024 07:00:00 AM,M15,omny,OMNY - Full Fare,1539,251
01/31/2024 08:00:00 AM,M102,metrocard,Metrocard - Full Fare,83,28
01/31/2024 12:00:00 PM,BX35,metrocard,Metrocard - Seniors & Disability,24,9
01/31/2024 01:00:00 PM,Q33,omny,OMNY - Seniors & Disability,2,2
01/31/2024 03:00:00 PM,Q101,metrocard,Metrocard - Seniors & Disability,6,1
01/31/2024 04:00:00 PM,SIM35,omny,OMNY - Full Fare,33,16
01/31/2024 06:00:00 PM,B26,metrocard,Metrocard - Students,8,1
01/31/2024 06:00:00 PM,M125,metrocard,Metrocard - Unlimited 7-Day,55,0
01/31/2024 06:00:00 PM,Q31,metrocard,Metrocard - Unlimited 7-Day,22,0
01/31/2024 07:00:00 PM,QM4,metrocard,Metrocard - Full Fare,1,1
01/31/2024 10:00:00 PM,QM15,metrocard,Metrocard - Other,1,0
01/31/2024 04:00:00 AM,Q3,metrocard,Metrocard - Fair Fare,4,1
01/31/2024 05:00:00 AM,S61,metrocard,Metrocard - Unlimited 7-Day,6,0
01/31/2024 10:00:00 AM,Q103,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 10:00:00 AM,Q18,metrocard,Metrocard - Unlimited 30-Day,32,0
01/31/2024 10:00:00 AM,Q37,metrocard,Metrocard - Seniors & Disability,27,8
01/31/2024 11:00:00 AM,BX27,metrocard,Metrocard - Students,1,1
01/31/2024 01:00:00 PM,Q38,omny,OMNY - Full Fare,61,14
01/31/2024 04:00:00 PM,M10,metrocard,Metrocard - Seniors & Disability,52,19
01/31/2024 06:00:00 PM,B52,metrocard,Metrocard - Unlimited 7-Day,47,0
01/31/2024 06:00:00 PM,M7,omny,OMNY - Full Fare,211,64
01/31/2024 06:00:00 PM,Q13,metrocard,Metrocard - Seniors & Disability,15,8
01/31/2024 07:00:00 PM,BX12,metrocard,Metrocard - Fair Fare,34,6
01/31/2024 07:00:00 PM,Q111,metrocard,Metrocard - Unlimited 30-Day,42,0
01/31/2024 08:00:00 PM,M57,metrocard,Metrocard - Unlimited 30-Day,20,0
01/31/2024 05:00:00 AM,B26,omny,OMNY - Full Fare,17,2
